Name,URL,Income,Pages,Size,404,500,Robots
MANDARIN MUSEUM & HISTORICAL SOCIETY INC,www.mandarinmuseum.net,28672.0,389,77342308,16,0,True
A E BEAN BACKUS GALLERY & MUSEUM INC,info@backusmuseum.com,444537.0,78,11746651,2,0,True
VERO HERITAGE INC,www.verobeachmuseum.org,174543.0,1435,115089685,0,0,False
DUTTON HOUSE INC,www.duttonhouse.com,156.0,0,0,0,0,False
LIVING LEGENDS AUTO RACING INC,www.lloar1993.com,80142.0,0,0,0,0,False
PANHANDLE PIONEER SETTLEMENT INC,www.panhandlepioneer.org,118766.0,0,0,0,0,False
WINTER GARDEN HERITAGE FOUNDATION INC,www.wghf.org,412809.0,900,391954830,9,0,False
CIVIC MEDIA CENTER AND LIBRARY INC,www.civicmediacenter.org,58541.0,400227,3156445417,22,0,True
AFRICAN AMERICAN MUSEUM OF THE ARTS INC,africanmuseumdeland.org,23679.0,0,0,0,0,False
FLORIDA AGRICULTURAL HALL OF FAME FOUNDATION INC,floridaaghalloffame.org,55527.0,0,0,0,0,False
LAKE EUSTIS MUSEUM OF ART,www.lakeeustismuseumofart.org,47746.0,3,1516,0,0,False
THE EMERALD COAST SCIENCE CENTER INC,www.ecscience.org,253419.0,2,10105,0,0,True
TALLAHASSEE AUTOMOBILE MUSEUM,www.tacm.com,612406.0,3,3363,0,0,True
CRACKER COUNTRY LIVING HISTORY MUSEUM,www.crackercountry.org,536734.0,342,72332189,6,0,True
MOTOR RACING HERITAGE ASSOCIATION INC,www.mrhaweb.com,9604.0,0,0,0,0,False
HISTORIC HAILE HOMESTEAD INC,www.hailehomestead.org,22263.0,0,0,0,0,False
CAMP GORDON JOHNSTON ASSOC,www.campgordonjohnston.com,45445.0,156,36518841,27,0,False
ARMED FORCES MILITARY MUSEUM INC,www.armedforcesmuseum.com,699095.0,2699,144757634,16,0,True
MARCO ISLAND HISTORICAL SOCIETY INC,www.themihs.org,173357.0,0,0,0,0,False
FRIENDS OF THE BANDSHELL INC,www.friendsofthebandshell.org,144634.0,0,0,0,0,False
HANDS ON CHILDRENS MUSEUM INC,handsonchildrensmuseumjax.com,204392.0,84,4585360,2,0,False
TAMPA FIREFIGHTERS MUSEUM INC,www.tampafiremuseum.org,76846.0,58,304474,0,0,True
ZOOWORLD ZOOLOGICAL AND BOTANICAL CONSERVATORY INC,www.zooworldpcb.net,887467.0,0,0,0,0,False
SAINT AUGUSTINE LIGHTHOUSE AND MUSEUM INC,www.staugustinelighthouse.com,2395732.0,956,93812354,28,0,False
JOHN GILMORE RILEY CENTER-MUSEUM FOR AFRICAN AMERICAN HISTOR,www.rileymuseum.org,295191.0,682,88143133,13,0,False
THE VICTORY SHIP,www.americanvictory.org,398469.0,262,3543229,7,0,True
SOUTH LAKE COUNTY HISTORICAL SOCIETY INC,www.slcahs.org,55555.0,0,0,0,0,False
FLORIDA MUSEUM FOR WOMEN ARTISTS INC,www.museumoffloridaart.org,136633.0,4,2950,3,0,False
SAINT CLOUD MAIN STREET PROGRAM,stcloudmainstreet.org,123080.0,24,138225,1,0,True
MENNELLO MUSEUM OF AMERICAN ART FRIENDS INC,www.mennellomuseum.org,379840.0,3,1319,0,0,False
PLANT CITY PHOTO ARCHIVES INC,www.plantcityphotoarchives.org,116466.0,2169,104222433,11,0,True
FLORIDA AIR MUSEUM INC,www.sun-n-fun.org,1434598.0,7928,284732008,1622,10,True
FRIENDS OF THE MARINE SCIENCE CENTER INC,www.marinesciencecenter.com,47974.0,0,0,0,0,False
FLORIDA MUSEUM OF PHOTOGRAPHIC ARTS INC,www.fmopa.org,316666.0,2500,304964554,16,0,True
SOUTHWEST FLORIDA HOLOCAUST MUSEUM INC,www.hmswfl.org,354750.0,82,3778787,0,0,True
HARRY T AND HARRIETTE V MOORE CULTURAL COMPLEX INC,harryharriettemoore.org,21216.0,0,0,0,0,False
LIGHTNER MUSEUM OF HOBBIES,www.lightnermuseum.org,722968.0,471,247067268,0,0,True
EARTHA M.M. WHITE HISTORICAL MUSEUM,www.clarawhitemission.org,2986543.0,11,55539,1,0,True
BOCA RATON MUSEUM OF ART INC,www.bocamuseum.org,5469827.0,4441,335162696,36,0,False
BEAUX ARTS,beauxartsmiami.org,862316.0,0,0,0,0,False
GOLD COAST RAILROAD MUSEUM INC,www.gcrm.org,559644.0,470,7272613,8,0,True
ART LEAGUE OF DAYTONA BEACH,www.artleague.org,75036.0,718,52773040,15,0,False
ORMOND MEMORIAL ART MUSEUM,www.ormondartmuseum.org,396351.0,1049,46296034,3,0,False
HISTORICAL SOCIETY OF SARASOTA COUNTY,hsosc.wordpress.com,52183.0,0,0,0,0,False
EDISON INVENTORS ASSOCIATION INC,edisoninventors.org,5407.0,0,0,0,0,False
NAVAL AVIATION MUSEUM FOUNDATION INC,navalaviationmuseum.org,10271723.0,5475,489636597,837,0,True
OSCEOLA CENTER FOR THE ARTS,www.osceolaarts.org,738137.0,0,0,0,0,False
JACKSONVILLE HISTORICAL SOCIETY INC,www.jaxhistory.com,412505.0,0,0,0,0,False
CHILDRENS MUSEUM INC,www.thechildrensmuseumct.org,596134.0,1,631,0,0,True
ALBERT WHITTED AIRPORT PRESERVATION SOCIETY INC,www.awaps.org,42959.0,0,0,0,0,False
FRIENDS OF FT TAYLOR INC,www.foftkw.com,28335.0,88,3199678,1,0,False
KEY WEST BOTANICAL GARDEN SOCIETY INC,www.kwbgs.org,512879.0,102,12896445,3,0,False
RESURRECTION HOUSE,www.resurrectionhousesarasota.org,810857.0,0,0,0,0,False
DEERING ESTATE FOUNDATION,www.deeringestate.org,1323255.0,0,0,0,0,False
HISTORIC FLORIDA KEYS FOUNDATION INC,historicfloridakeys.org,475241.0,0,0,0,0,False
STONEWALL LIBRARY & ARCHIVES INC,www.stonewall-library.org,227681.0,1,605,0,0,True
BONNET HOUSE,www.bonnethouse.org,4852120.0,5255,157716305,0,0,True
ANNA MARIA ISLAND ART LEAGUE INC,www.annamariaislandplacestostay.com,70137.0,257,1660552,5,0,True
JEWISH MUSEUM OF FLORIDA INC,www.jewishmuseum.com,1971661.0,7,3126,0,0,False
IMAGINARIUM GROUP INC,www.imaginariumfortmyers.com,385226.0,3,1685,0,0,True
"GULFCOAST WONDER AND IMAGINATION ZONE, DBA G. WIZ",gwiz.org,1176616.0,5,2602,0,0,False
CUBAN CULTURAL HERITAGE CORP,www.cubanculturalheritage.org,154929.0,3,1357,0,0,False
SOUTH FLORIDA RAILWAY MUSEUM INC,www.sfrm.org,6600.0,269,10659875,12,0,False
FAMILY HERITAGE HOUSE INC,www.familyheritagehousemuseum.com,5800.0,2,2433,0,0,False
NAPLES BOTANICAL GARDEN INC,www.naplesgarden.org,9145831.0,1877,257833197,0,0,True
PALMA SOLA BOTANICAL PARK FOUNDATION INC,www.palmasolabp.com,69028.0,0,0,0,0,False
BOCA GRANDE HISTORICAL SOCIETY INC,bocagrandehistoricalsociety.com,81658.0,589,38687712,5,0,True
EXPANDING AND PRESERVING OUR CULTURAL H,www.spadymuseum.org,364200.0,3,1981,2,0,False
SCHACKNOW MUSEUM OF FNE ARTS INC,www.smofa.com,1882311.0,1,596,0,0,True
FLORIDA KEYS HISTORY AND DIVING MUSEUM INC,www.divingmuseum.org,745987.0,7168,259602222,11,0,True
CHILDRENS MUSEUM OF THE TREASURE COAST INC,www.childrensmuseumtc.org,485248.0,890,49702685,22,0,True
FLORIDA INTERNATIONAL TEACHING ZOO INC,floridazooschool.org,93669.0,0,0,0,0,False
SOUTHSHORE ARTS COUNCIL INC,southshoreartscouncil.org,22337.0,0,0,0,0,False
DR CARTER G WOODSON AFRICAN AMERICAN MUSEUM INC,www.woodsonmuseum.org,133624.0,169,31895424,8,0,True
"KEY WEST HARRY S. TRUMAN FOUNDATION, INC.",www.trumanlittlewhitehouse.com,180856.0,344,273466869,11,0,True
MARK V MONUMENT PROJECT INC,www.markvmonument.org,55750.0,0,0,0,0,False
CHILDRENS MUSEUM OF ST JOHNS INC,www.tagmuseum.org,104811.0,0,0,0,0,False
VILAS COUNTY MUSEUM & HISTORICAL SOCIETY INC,www.vilasmuseum.com,23167.0,0,0,0,0,False
MCDUFFIE MUSEUM INC,mcduffiemuseum.com,129977.0,17,2013566,3,0,False
WILLIAM BREMEN JEWISH HERITAGE MUSUEM,www.thebreman.org,1400122.0,2909,162076969,8,0,True
FLINT RIVER QUARIUM INC,www.flintriverquarium.com,1365707.0,69,475214,5,0,True
FOX THEATRE INC,www.foxtheatre.org,27880334.0,3866,255696283,183,0,True
FRIENDS OF THE STRAND INC,www.earlsmithstrand.org,1090757.0,0,0,0,0,False
BIG HOUSE FOUNDATION INC,thebighousemuseum.org,420063.0,6,2672,0,0,False
MCDANIEL-TICHENOR HOUSE INC,www.mcdaniel-tichenor.org,1107763.0,0,0,0,0,False
FOUNDATION FOR MITOCHONDRIAL MEDICINE INC,mitochondrialdiseases.org,394108.0,0,0,0,0,False
NATIONAL MUSEUM OF COMMERCIALAVIATION INCORPORATED,www.nationalaviationmuseum.com,143279.0,3,1825,0,0,True
SMITH GILBERT ARBORETUM FOUNDATION INC,www.smithgilbertgardens.com,128792.0,3168,95715093,38,0,True
DEKALB HISTORICIAL SOCIETY INC,www.dekalbhistory.org,398021.0,573,3050246307,16,0,True
"OKEFENOKEE HERITAGE CENTER, INC.",okefenokeeheritagecenter.org,103316.0,529,9033147,11,0,True
TROUP HISTORICAL SOCIETY ARCHIVES,www.trouparchives.org,329793.0,0,0,0,0,False
ROSWELL HISTORICAL SOCIETY INC,www.roswellhistoricalsociety.org,50666.0,0,0,0,0,False
NATIONAL CENTER FOR CIVIL AND HUMAN RIGHTS INC,www.cchrpartnership.org,3132739.0,0,0,0,0,False
THE ENITIATIVE GROUP INC,www.enitiative.org,30925.0,0,0,0,0,False
GWINEETT ENVIRONMETAL AND HERITAGE CENTER FOUNDATION,www.gwinnettehc.org,127390.0,6123,46911855,25,0,True
GEORGIA MUSEUM OF SURVEYING AND MAPPING INC,www.gamosam.org,900.0,0,0,0,0,False
FAIRVIEW AND ES BROWN HERITAGE CORPORATION,www.fairviewbrown.org,29850.0,0,0,0,0,False
TEACHING MUSEUM NORTH FOUNDATION INC,www.teachingmuseumnorth.org,4225.0,0,0,0,0,False
TEACHING MUSEUM SOUTH FOUNDATION INC,www.teachingmuseumsouth.com,100.0,0,0,0,0,False
GEORGIA AQUARIUM FOUNDATION INC,www.georgiaaquarium.org,3479083.0,3641,510071441,78,2,True
WOODLANDS GARDEN OF DECATUR INC,www.woodlandsgarden.org,122551.0,0,0,0,0,False
DULUTH HISTORICAL SOCIETY INC,www.duluthhistorical.org,17434.0,5330,353798505,10,0,True
TYBEE ISLAND HISTORICAL SOCIETY INC,www.tybeelighthouse.org,1168629.0,147,20057122,4,0,False
HISTORIC MACON FOUNDATION INC,www.historicmacon.org,1662555.0,0,0,0,0,False
NATIONAL ALLIANCE OF PRESERVATION COMMISSIONS,napcommissions.org,315881.0,0,0,0,0,False
ATLANTA BELTLINE PARTNERSHIP INC,beltline.org,4690782.0,0,0,0,0,False
GIRL SCOUT FIRST HEADQUARTERS BUILDING,www.girlscouting.org,8978173.0,15,19418,2,0,False
MOREHOUSE COLLEGE,morehouse.edu,197611224.0,3415,237822945,186,0,False
SPELMAN COLLEGE,www.spelman.edu,238545217.0,6845,500189820,0,0,True
WYNN HOUSE,thewynnhouse.com,188225.0,356,35699552,5,0,True
GEORGIA HISTORICAL SOCIETY,www.georgiahistory.com,2942375.0,9478,903432197,45,0,True
WESLEYAN COLLEGE MUSEUM OF ART,wesleyancollege.edu,25660756.0,1928,120428808,15,35,False
REINHARDT COLLEGE,www.reinhardt.edu,33223750.0,0,0,0,0,False
TELFAIR MUSEUM OF ART INC,www.telfair.org,10060233.0,6342,230771261,1737,0,True
HIGH MUSEUM OF ART,www.high.org,294055092.0,9195,807797922,173,6,False
COASTAL GEORGIA HISTORICAL SOCIETY INC,www.saintsimonslighthouse.org,1120015.0,26,228628,9,0,False
JOEL CHANDLER HARRIS ASSOCIATION,www.wrensnestonline.com,177464.0,1803,1331429,0,0,False
THOMASVILLE LANDMARKS INC,www.thomasvillelandmarks.org,554947.0,0,0,0,0,False
ATLANTA CONTEMPORARY ART CENTER,www.thecontemporary.org,1032917.0,5,2234,0,0,False
THRONATEESKA HERITAGE FOUNDATION INC,www.heritagecenter.org,874284.0,68,29301036,5,0,False
COASTAL HERITAGE SOCIETY INC,www.chsgeorgia.org,5591010.0,247,7041208,5,0,True
WHITFIELD-MURRAY HISTORICAL SOCIETY INC,www.whitfield-murrayhistoricalsocie,182504.0,0,0,0,0,False
CHATTAHOOCHEE NATURE CENTER,www.chattnaturecenter.com,2169808.0,3,1815,2,0,False
CENTER FOR PUPPETRY ARTS,www.puppet.org,4891712.0,4754,417331134,51,45,False
ATLANTA BOTANICAL GARDEN INC,www.atlantabotanicalgarden.org,43091670.0,169,107496,1,0,False
APEX MUSEUM,www.apexmuseum.org,115142.0,2,7439,0,0,True
CURRAHEE MILITARY MUSEUM,www.toccoahistory.com,132275.0,72,6168459,3,0,False
TUBMAN AFRICAN AMERICAN MUSEUM INC,www.tubmanmuseum.com,2198361.0,237888,626711885,480,216,True
GILMER ARTS & HERITAGE ASSOCIATION INC,www.gilmerarts.org,74806.0,16854,478835421,187,0,True
MUSEUM OF AVIATION AT ROBINS AIR FORCE BASE GEORGIA FOUNDATI,www.museumofaviation.org,3020252.0,971065,10182593941,0,0,True
BUTTS COUNTY HISTORICAL SOCIETY INC,www.buttscountyhistoricalsociety.org,10343.0,0,0,0,0,False
MARIETTA-COBB MUSEUM OF ART INC,mariettacobbartmuseum.org,496685.0,710,174720748,16,0,True
PAULDING FINE ARTS ASSOCIATION,www.pauldingfinearts.org,12805.0,0,0,0,0,False
KING-TISDELL COTTAGE FDN INC,www.kingtisdell.org,118557.0,6,2819,1,0,False
BULLOCH COUNTY HISTORICAL SOCIETY,bullochhistory.com,83750.0,0,0,0,0,False
ATLANTA-FULTON COUNTY ZOO INC,www.zooatlanta.org,27329520.0,1997,135562447,31,0,False
CHIPLEY HISTORICAL CENTER OF PINE MOUNTAIN,chipleyhistoriccenter.org,9409.0,0,0,0,0,False
CHEROKEE COUNTY HISTORICAL SOCIETY INC,www.rockbarn.org,155937.0,0,0,0,0,False
CANNONBALL HOUSE,www.cannonballhouse.org,117381.0,247,7287180,14,0,True
SACRED HEART CULTURAL CENTER,www.sacredheartaugusta.org,618808.0,141,22860035,10,0,False
CHILDRENS MUSEUM OF ATLANTA INC,www.childrensmuseumatlanta.org,3936389.0,0,0,0,0,False
MADISON-MORGAN COUNTY CHAMBER OF COMMERCE FOUNDATION INC,www.madisonga.org,8314.0,147,6599836,0,0,False
HAMMONDS HOUSE GALLERIES INC,www.hammondshouse.org,111120.0,856,92146117,10,0,True
COBB LANDMARKS AND HISTORICAL SOCIETY INC,www.cobblandmarks.com,277904.0,121,31379769,0,0,True
MUSEUM OF DESIGN ATLANTA INC,www.museumofdesign.org,510062.0,3,13677,0,0,True
GEORGIA YOUTH SCIENCE AND TECHNOLOGY CENTER,www.gystc.org,297812.0,0,0,0,0,False
"AUTREY MILL NATURE PRESERVE AND HERITAGE CENTER, INC",www.autreymill.org,97404.0,58,271303,7,0,True
WILLIAM H REYNOLDS MEMORIAL NATURE PRESERVE INC,reynoldsnaturepreserve.org,17218.0,18,29694,0,0,True
HOLLY THEATRE COMMUNITY CENTER INC,www.hollytheater.com,298477.0,0,0,0,0,False
FORT TYLER ASSOCIATION INC,www.forttyler.com,8548.0,0,0,0,0,False
TIFTON MUSEUM OF ARTS AND HERITAGE INC,www.tiftonmuseum.org,30349.0,47,5039377,1,0,True
FRIENDS OF GEORGIA STATE PARKS AND HISTORIC SITES,friendsofgastateparks.org,1567264.0,10,5774,0,0,False
GEORGIA RURAL TELEPHONE MUSEUM,grtm.org,31807.0,14,594796,2,0,False
NATIONAL FOUNDATION FOR THE CTRS FOR DISEASE CONTR & PREVENT,www.cdcfoundation.org,20599915.0,0,0,0,0,False
ALBANY CIVIL RIGHTS INSTITUTE INC,www.albancivilrights.org,103390.0,0,0,0,0,False
EPWORTH BY SEA INC,www.epworthbythesea.org,1914738.0,0,0,0,0,False
MONROE ART GUILD INC,monroeartguild.org,64924.0,3,1857,0,0,True
JACK HADLEYS BLACK HISTORY MEMORABILIA INC,www.jackhadleyblackhistorymuseum.co,86064.0,0,0,0,0,False
GEORGIAS OLD CAPITAL MUSEUM SOCIETY INC,www.oldcapitalmuseum.org,98444.0,279,4271235,21,0,True
HISTORIC DOUGLASS THEATRE,www.douglasstheatre.org,492174.0,2,2560,0,0,False
ST MARYS SUBMARINE MUSEUM INC,www.stmaryssubmuseum.com,109908.0,3,1954,1,0,True
MARIETTA MUSEUM OF HISTORY INC,www.mariettahistory.org,302641.0,1559,73318423,39,0,True
GRADY COUNTY HISTORICAL SOCIETY INC,www.gradyhistorical.org,80917.0,46,615724,12,0,False
MOUNTAIN HILL SCHOOL FOUNDATION INC,mountainhillschoolhouse.org,5667.0,0,0,0,0,False
CHESTATEE WILDLIFE PRESERVE INC,www.chestateewildlife.com,165101.0,18,97381,1,0,True
INSTITUTE FOR NORTHWEST GEORGIA HISTORY LTD,www.georgiahistory.com,136943.0,9478,903432197,45,0,True
NATIONAL FOUNDATION OF PATRIOTISM INC,www.museumofpatriotism.org,203695.0,4,2510,2,0,False
HISTORIC LINWOOD FOUNDATION INC,linwoodcemetery.org,123632.0,0,0,0,0,False
KENNESAW MUSEUM FOUNDATION INC,www.southernmuseum.org,332502.0,2579,302285157,92,0,True
STEFFEN THOMAS MUSEUM & ARCHIVES INC,www.steffenthomas.org,161935.0,682,232042038,15,0,False
MUSEUM OF CONTEMPORARY ART OF GEORGIA INC,www.mocaga.org,1066833.0,3042,40238718,83,0,True
WILLIAM HARRIS HOMESTEAD FOUNDATION INC,www.harrisho.me.stead.com,123812.0,0,0,0,0,False
AUGUSTA MUSEUM OF HISTORY INC,www.augustamuseum.org,632583.0,450,3685936,7,0,True
FERNBANK INC,www.fernbankmuseum.org,10264762.0,1126,66959207,66,1,False
ALBANY MUSEUM OF ART INCORPORATED,www.albanymuseum.com,1003620.0,424,60875042,6,0,True
ATHENS-CLARKE HERITAGE FOUNDATION INC,www.achfonline.org,252405.0,0,0,0,0,False
GEORGIA SALZBURGER SOCIETY,www.georgiasalzburgers.com,80443.0,33,21161,0,0,False
MORRIS MUSEUM OF ART,www.themorris.org,5505059.0,750,25672437,50,0,False
ARMY AVIATION HERITAGE FOUNDATION AND MUSEUM,www.armyav.org,607800.0,30,158653,1,0,True
INTERACTIVE NEIGHBORHOOD FOR KIDS INC,www.inkfun.org,453544.0,121,18500182,1,0,True
TAILFIN AUTOMOTIVE MUSEUM INC,tailfin@purpledodo.net,52600.0,0,0,0,0,False
SCHOONER MARTHA FOUNDATION,www.schoonermartha.org,81824.0,0,0,0,0,False
BRENAU UNIVERSITY GALLERIES,www.brenau.edu,78802194.0,7226,100200352,60,0,True
HANA CULTURAL CENTER,www.hanaculturalcenter.org,1483841.0,0,0,0,0,False
FRIENDS OF WAIPAHU CULTURAL GARDEN PARK,www.hawaiiplantationvillage.org,307714.0,0,0,0,0,False
HISTORIC HAWAII FOUNDATION,historichawaii.org,711816.0,0,0,0,0,False
FRIENDS OF QUEEN THEATER,friendsofqueentheater.org,1650.0,0,0,0,0,False
HAWAII ARCHITECTURAL FOUNDATION,hawaiiarchitecturalfoundation.org,29101.0,0,0,0,0,False
ARTS & SCIENCE CENTER,www.ascpuna.org,215618.0,0,0,0,0,False
REGENERATIONS INTERNATIONAL BOTANICAL GARDEN,ribg.org,26164.0,0,0,0,0,False
NATIONAL TROPICAL BOTANICAL GARDEN,www.ntbg.org,17014168.0,1,470,0,0,True
FRIENDS OF THE FALLS OF CLYDE,www.friendsoffallsofclyde.org,4057.0,0,0,0,0,False
LAUPAHOEHOE TRAIN MUSEUM,www.thetrainmuseum.com,135538.0,81,1436274,1,0,True
AFRICAN AMERICAN DIVERSITY CULTURAL CENTER HAWAII,www.aadcch.org,3340.0,248,64348817,2,0,True
HAWAIIAN MISSION CHILDRENS SOCIETY,www.thisistheplace.org,1903434.0,1199,126964403,66,0,True
THE QUEEN'S MEDICAL CENTER,www.queensmedicalcenter.net,758353719.0,3444,1505978927,0,0,True
WAIALUA COMMUNITY ASSOCIATION,www.waialuacommunityassociation.org,82516.0,0,0,0,0,False
DAUGHTERS OF HAWAII,www.queenemmasummerpalace.org,2090057.0,60,2679796,0,0,False
HAWAIIAN HISTORICAL SOCIETY,www.hawaiianhistory.org,1944583.0,546,13197598,0,0,True
UNIVERSITY OF HAWAII FOUNDATION,uhfoundation.org,308911286.0,7628,1058233836,29,3,True
HUI O LAKA,www.kokee.org,509285.0,0,0,0,0,False
MAUI HISTORICAL SOCIETY,www.mauimuseum.org,213389.0,492,66937843,0,0,True
KAUAI MUSEUM ASSOCIATION LIMITED,www.kauaimuseum.org,562641.0,361,4361106,10,0,True
POLYNESIAN CULTURAL CENTER,www.polynesia.com,54548320.0,1429,56333633,202,0,True
IOLANI PALACE,www.iolanipalace.org,2713821.0,1,482,0,0,True
KONA HISTORICAL SOCIETY,www.konahistorical.org,523147.0,0,0,0,0,False
HAWAII TROPICAL BOTANICAL GARDEN,www.htbg.com,2273742.0,3511,221022378,23,0,False
PACIFIC FLEET SUBMARINE MEMORIAL ASSOCIATION INC,www.bowfin.org,7381548.0,659,38244785,5,0,True
EAST HAWAII CULTURAL COUNCIL,www.ehcc.org,140088.0,0,0,0,0,False
ALEXANDER AND BALDWIN SUGAR MUSEUM,www.sugarmuseum.com,371039.0,0,0,0,0,False
KALANI HONUA,www.kalani.com,3497871.0,0,0,0,0,False
HUI O WA A KAULUA,huiowaakaulua.com,59784.0,3,1326,0,0,False
MAUI ARTS & CULTURAL CENTER,www.mauiarts.org,7939225.0,375,3100293,48,0,True
KILAUEA POINT NATURAL HISTORY ASSOCIATION,www.kilaueapoint.org,641497.0,0,0,0,0,False
FRIENDS OF THE JUDICIARY HISTORY CENTER OF HAWAII,www.jhchawaii.net,41663.0,0,0,0,0,False
STORYBOOK THEATER OF HAWAII,storybook.org,126146.0,225,12045996,4,0,True
HILO ORCHID SOCIETY INC,www.hiloorchidsociety.org,69935.0,0,0,0,0,False
CHILDRENS DISCOVERY CENTER,www.discoverycenterhawaii.org,1092054.0,149,15999993,12,0,False
NISEI VETERANS MEMORIAL CENTER,www.nvmc.org,299272.0,0,0,0,0,False
USS MISSOURI MEMORIAL ASSOCIATION INC,www.ussmissouri.org,18752082.0,770,55980009,6,0,True
HAWAIIAN MUSIC AND DANCE FOUNDATION,www.hawaiimusicmuseum.org,86177.0,0,0,0,0,False
FRIENDS OF WAIKIKI AQUARIUM,www.waquarium.org,3670163.0,0,0,0,0,False
VIRGIL A PLACE ARBORETUM & BOTANICAL GARDEN INC,www.puamau.com,706106.0,0,0,0,0,False
MANOA HERITAGE CENTER,manoaheritagecenter.org,550223.0,6,17744,0,0,True
PACIFIC AVIATION MUSEUM PEARL HARBOR,www.pacificaviationmuseum.org,5776340.0,3458,442070282,186,0,True
NA AINA KAI BOTANICAL GARDENS,naainakai.org,8325523.0,0,0,0,0,False
LAHAINA RESTORATION FOUNDATION,www.lahainarestoration.org,1439957.0,843,54111461,44,0,True
HUI NOEAU,www.huinoeau.com,1000433.0,2706,67518813,80,1,True
JACK OCONNOR HUNTING HERITAGE AND EDUCATION CENTER INC,www.jack-oconner.org,44385.0,0,0,0,0,False
BONNER COUNTY HISTORICAL SOCIETY INC,www.bonnercountyedc.com,79882.0,31,622676,2,0,False
IDAHO AQUARIUM INC,idahoaquarium.net,1450231.0,0,0,0,0,False
BOUNDARY COUNTY HISTORICAL SOCIETY INC,www.bonnersferrymuseum.org,32854.0,14,580909,0,0,True
THE ART MUSEUM OF EASTERN IDAHO INC,www.theartmuseum.org,237123.0,196,25756481,4,0,False
POTATO MUSEUM INC,www.potatoexpo.com,55517.0,10,17365,7,0,False
ONEIDA STAKE ACADEMY FOUNDATION,oneidastakeacademy.blogspot.com,176092.0,0,0,0,0,False
PANIDA THEATER COMMITTEE,www.panida.org,300843.0,0,0,0,0,False
BOISE ART MUSEUM INCORPORATED,www.boiseartmuseum.org,1635778.0,0,0,0,0,False
LEMHI COUNTY HISTORICAL SOCIETY INC,www.lemhicountymuseum.org,49250.0,685,25029013,63,0,False
IDAHO HUMANITIES COUNCIL,www.idahohumanities.org,979318.0,0,0,0,0,False
OWYHEE COUNTY HISTORICAL SOCIETY INC,owyheemuseum.org,137676.0,326,5652711,2,0,True
BONNEVILLE COUNTY HISTORICAL SOCIETY,www.museumofidaho.org,2162506.0,302,6627439,24,0,True
RATHDRUM-WESTWOOD HISTORICAL SOCIETY INC,rathdrumhistory.com,69637.0,0,0,0,0,False
SIERRA SILVER MINE TOUR INCORPORATED,www.silverminetour.org,141551.0,5,4055,0,0,True
IDAHO BOTANICAL GARDENS INC,www.idahobotanicalgarden.org,1368977.0,17213,740698174,15,0,True
BASQUE MUSEUM & CULTURAL CENTER INC,basquemuseum.com,1529510.0,0,0,0,0,False
IDAHO MILITARY HISTORICAL SOCIETY INC,museum.mil.idaho.gov,134338.0,0,0,0,0,False
POCATELLO ZOOLOGICAL SOCIETY INC,www.pocatellozoo.org,60511.0,1,600,0,0,True
SAWTOOTH BOTANICAL GARDEN INC,www.sbgarden.org,218914.0,2020,19281032,233,0,True
IDAHO ZOOLOGICAL SOCIETY,www.zooboise.org,1067031.0,0,0,0,0,False
NEZ PERCE COUNTY HISTORICAL SOCIETY INCORPORATED,www.npchistsoc.org,62816.0,2,1549,0,0,True
WALLACE DISTRICT MINING MUSEUM INC,wallaceminingmuseum.org,260469.0,0,0,0,0,False
DISCOVERY CENTER OF IDAHO INC,www.dcidaho.org,1720621.0,1432,24059541,449,0,True
WARHAWK AIR MUSEUM INC,www.warhawkairmuseum.org,815395.0,1501,145625512,6,0,True
BLAINE COUNTY HISTORICAL MUSEUM INC,bchistoricalmuseum.org,47310.0,0,0,0,0,False
SHOREFRONT N.F.P.,www.shorefrontj.net,27427.0,0,0,0,0,False
PRESERVATION CHICAGO,www.preservationchicago.org,115683.0,0,0,0,0,False
CHURCHILL CENTER,www.winstonchurchill.org,1089573.0,0,0,0,0,False
CHICAGO CULTURAL ALLIANCE,www.chicagoculturalalliance.org,315601.0,8,4026,0,0,True
THREEWALLS NFP,www.three-walls.org,505221.0,3750,443333843,138,0,True
SILVER GHOST ASSOCIATION INC,www.silverghostassociation.com,46486.0,0,0,0,0,False
WARBIRD HERITAGE FOUNDATION,www.warbirdheritagefoundation.org,828595.0,6649,4468483049,8,0,False
MITCHELL MUSEUM OF THE AMERICAN INDIAN INC,www.mitchellmuseum.org,247791.0,497,132705472,28,0,True
FERN DELL HISTORICAL SOCIETY NFP,www.ferndell.org,23375.0,0,0,0,0,False
OLD BARN MUSEUM,www.theoldbarnmuseum.org,22108.0,0,0,0,0,False
SALTCREEK AMERICAN ART FOUNDATION,www.saltcreekart.org,2326.0,0,0,0,0,False
PAUL AND JEAN HARRIS HOME FOUNDATION,www.paulharrishome.org,169291.0,0,0,0,0,False
DIXON HISTORIC CENTER,www.dixonhistoriccenter.org,2093064.0,3,1381,0,0,False
KLEHM ARBORETUM FOUNDATION,www.klehm.org,47356.0,4527,237232617,16,0,True
NATIONAL MUSEUM OF SURVEYING INC,www.surveyingmuseum.org,56707.0,0,0,0,0,False
INTERNATIONAL POLKA ASSOCIATION,www.ipapolkas.com,55449.0,0,0,0,0,False
MOUNT PROSPECT HISTORICAL SOCIETY,www.mtphist.org,107280.0,6194,128889833,47,0,True
